Country,Year,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
Finland,2013,7.4,Kilogram,,,
Finland,2012,14.9,Kilogram,,,
Finland,2011,28,Kilogram,,,
France,2015,102,Kilogram,,,
France,2014,62.4,Kilogram,,,
France,2013,27,Kilogram,,,
France,2012,28.21,Kilogram,,,
France,2011,49.35,Kilogram,,,
Germany,2015,66.86,Kilogram,,,
Germany,2014,74.05,Kilogram,,,
Germany,2013,77.29,Kilogram,,,
Germany,2012,75.23,Kilogram,,,
Germany,2011,39.95,Kilogram,,,
Greece,2015,0.67,Kilogram,,,
Greece,2014,4.87,Kilogram,,,
Greece,2013,14.58,Kilogram,,,
Greece,2012,0.02,Kilogram,,,
Greece,2012,0.97,Kilogram,,,
Greece,2011,0.98,Kilogram,,,
Hungary,2015,1.17,Kilogram,,,
Hungary,2014,0.41,Kilogram,,,
Hungary,2013,0.18,Kilogram,,,
Hungary,2012,0.06,Kilogram,,,
Hungary,2011,0.1,Kilogram,,,
Ireland,2015,0.28,Kilogram,,,
Ireland,2014,1.06,Kilogram,,,
Ireland,2013,0.69,Kilogram,,,
Ireland,2013,3.4,Kilogram,,,
Italy,2015,7.71,Kilogram,,,
Italy,2015,5.09,Kilogram,,,
Italy,2014,2.67,Kilogram,,,
Italy,2014,3.28,Kilogram,,,
Italy,2013,29.2,Kilogram,,,
Italy,2012,14.5,Kilogram,,,
Italy,2011,0.52,Kilogram,,,
Latvia,2015,29.09,Kilogram,,,
Latvia,2014,8.97,Kilogram,,,
Latvia,2013,44.19,Kilogram,,,
Latvia,2011,52.2,Kilogram,,,
Lithuania,2015,58.5,Kilogram,,,
Lithuania,2014,21.64,Kilogram,,,
Lithuania,2013,58.02,Kilogram,,,
Lithuania,2012,54,Kilogram,,,
Lithuania,2011,133.74,Kilogram,,,
Luxembourg,2012,2.55,Kilogram,,,
Netherlands,2015,53,Kilogram,,,
Netherlands,2012,0.5,Kilogram,,,
Norway,2015,101,Kilogram,,,
Norway,2014,106.85,Kilogram,,,
Norway,2013,189.02,Kilogram,,,
Norway,2012,131.34,Kilogram,,,
Norway,2011,155.14,Kilogram,,,
Poland,2015,51.11,Kilogram,,,
Poland,2014,41,Kilogram,,,
Poland,2013,38.01,Kilogram,,,
Poland,2012,4.25,Kilogram,,,
Poland,2011,517.74,Kilogram,,,
Portugal,2013,4.39,Kilogram,,,
Portugal,2012,0.01,Kilogram,,,
Portugal,2011,0.004,Kilogram,,,
Slovakia,2015,5.35,Kilogram,,,
Slovakia,2014,6.22,Kilogram,,,
Slovakia,2013,3.78,Kilogram,,,
Slovakia,2012,10.9,Kilogram,,,
Slovakia,2011,1.54,Kilogram,,,
Slovenia,2015,0.41,Kilogram,,,
Slovenia,2014,0.08,Kilogram,,,
Slovenia,2013,0.54,Kilogram,,,
Slovenia,2012,0.05,Kilogram,,,
Slovenia,2011,0.12,Kilogram,,,
Sweden,2015,17.5,Kilogram,,,
Sweden,2014,25.2,Kilogram,,,
Sweden,2013,45.52,Kilogram,,,
Sweden,2012,46.8,Kilogram,,,
Sweden,2011,95,Kilogram,,,
Switzerland,2015,2.32,Kilogram,,,
Switzerland,2014,3.24,Kilogram,,,
Switzerland,2013,1.13,Kilogram,,,
Switzerland,2012,3.8,Kilogram,,,
Switzerland,2011,1,Kilogram,,,
Australia,2015,"5,416.93",Kilogram,,,
Australia,2014,"7,111.54",Kilogram,,,
Australia,2013,"4,601.16",Kilogram,,,
Australia,2013,18.31,Kilogram,,,
Australia,2012,"2,267.63",Kilogram,,,
Australia,2011,426.41,Kilogram,,,
New Zealand,2015,334.3,Kilogram,,,
New Zealand,2014,105.64,Kilogram,,,
New Zealand,2013,36.02,Kilogram,,,
New Zealand,2012,14.9,Kilogram,,,
New Zealand,2011,30.64,Kilogram,,,
