Country,Year,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
Ireland,2014,538.06,Kilogram,,,
Ireland,2013,648.71,Kilogram,,,
Italy,2015,"67,825.39",Kilogram,,,
Italy,2014,"113,151.89",Kilogram,,,
Italy,2013,"36,301.01",Kilogram,,,
Italy,2012,"21,891.66",Kilogram,,,
Italy,2011,"20,256.78",Kilogram,,,
Latvia,2015,"1,156.51",Kilogram,,,
Latvia,2014,29.5,Kilogram,,,
Latvia,2013,105.46,Kilogram,,,
Latvia,2011,364.59,Kilogram,,,
Liechtenstein,2012,9,Kilogram,,,
Liechtenstein,2011,5.16,Kilogram,,,
Lithuania,2015,398.44,Kilogram,,,
Lithuania,2014,716.55,Kilogram,,,
Lithuania,2012,424,Kilogram,,,
Lithuania,2011,167.69,Kilogram,,,
Luxembourg,2015,1.2,Kilogram,,,
Luxembourg,2013,8.37,Kilogram,,,
Luxembourg,2012,1.69,Kilogram,,,
Luxembourg,2011,1.69,Kilogram,,,
Malta,2015,69.92,Kilogram,,,
Malta,2014,41.77,Kilogram,,,
Malta,2012,16.46,Kilogram,,,
Malta,2011,89.5,Kilogram,,,
Netherlands,2015,844,Kilogram,,,
Netherlands,2014,10,Kilogram,,,
Netherlands,2013,"1,566",Kilogram,,,
Netherlands,2012,"2,200",Kilogram,,,
Norway,2015,"2,009.60",Kilogram,,,
Norway,2014,"1,919.57",Kilogram,,,
Norway,2013,"2,255.20",Kilogram,,,
Norway,2012,"1,611.88",Kilogram,,,
Norway,2011,"2,549.12",Kilogram,,,
Poland,2015,842.87,Kilogram,,,
Poland,2014,98.64,Kilogram,,,
Poland,2013,208.39,Kilogram,,,
Poland,2012,38.95,Kilogram,,,
Poland,2011,59.14,Kilogram,,,
Portugal,2015,"2,411.98",Kilogram,,,
Portugal,2014,"32,877.46",Kilogram,,,
Portugal,2013,"8,689",Kilogram,,,
Portugal,2012,"18,313.90",Kilogram,,,
Portugal,2011,"14,634.88",Kilogram,,,
Slovakia,2015,27.15,Kilogram,,,
Slovakia,2014,0.12,Kilogram,,,
Slovakia,2013,0.02,Kilogram,,,
Slovakia,2012,0.71,Kilogram,,,
Slovakia,2011,0.12,Kilogram,,,
Slovenia,2015,2.54,Kilogram,,,
Slovenia,2014,2.32,Kilogram,,,
Slovenia,2013,0.32,Kilogram,,,
Slovenia,2012,2.56,Kilogram,,,
Slovenia,2011,4.24,Kilogram,,,
Spain,2015,"380,360.90",Kilogram,,,
Spain,2014,"379,762",Kilogram,,,
Spain,2013,"319,257",Kilogram,,,
Spain,2012,"325,562.22",Kilogram,,,
Spain,2011,"355,904.04",Kilogram,,,
Sweden,2015,"1,065.30",Kilogram,,,
Sweden,2014,876.7,Kilogram,,,
Sweden,2013,"1,159.60",Kilogram,,,
Sweden,2012,"1,090.60",Kilogram,,,
Sweden,2011,950.3,Kilogram,,,
Switzerland,2015,216,Kilogram,,,
Switzerland,2014,149,Kilogram,,,
Switzerland,2013,141,Kilogram,,,
Switzerland,2012,102,Kilogram,,,
Switzerland,2011,141,Kilogram,,,
United Kingdom,2015,"7,034.80",Kilogram,,,
United Kingdom,2014,"7,514.64",Kilogram,,,
United Kingdom,2013,"1,133.60",Kilogram,,,
United Kingdom,2012,"13,432",Kilogram,,,
United Kingdom,2011,"20,876",Kilogram,,,
Australia,2015,35.59,Kilogram,,,
Australia,2014,11.84,Kilogram,,,
Australia,2013,15.96,Kilogram,,,
Australia,2012,1.97,Kilogram,,,
Australia,2011,20.56,Kilogram,,,
New Zealand,2015,0.87,Kilogram,,,
New Zealand,2013,0.83,Kilogram,,,
New Zealand,2012,0.61,Kilogram,,,
New Zealand,2011,0.65,Kilogram,,,
