Country,Year,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
Algeria,2015,"637,961",Tablet,,,
Viet Nam,2014,"297,285",Tablet,,,
Viet Nam,2013,"323,772",Tablet,,,
Bosnia and Herzegovina,2015,2,Tablet,,,
Montenegro,2015,"1,110",Tablet,,,
Romania,2015,"1,113",Tablet,,,
Romania,2013,9,Tablet,,,
Romania,2012,8,Tablet,,,
Spain,2011,"758,314",Tablet,,,
